code,name,id,level,parent.id,geometry.type,ward.parent.id,ward,subcounty.parent.id,subcounty,county.parent.id,county,mflcode,geometry.coordinates_1,geometry.coordinates_2
Keipsl14182,8Th Street Clinic,LkK5zXc0RtP,7,evLQO618WUk,Point,h5eobW8jqvz,Kaputiei North ,iO2edHMzzoa,Kajiado East ,HfVjCurKxh2,Kajiado ,14182,36.50854,-1.41187
Keipsl16796,AAR Clinic Sarit Centre (Westlands),oqlLExzVDK1,7,v2Nv5pZeWDo,Point,d2JEo103gPA,Parklands/highridge ,DW4iKNGrY42,Westlands ,HfVjCurKxh2,Nairobi ,16796,36.80211,-1.2617
Keipsl19958,AAR Gwh Health Care Ltd,jHTAFl3Gyj9,7,WV5TxGUwFxH,Point,AIoQor5h6tb,Woodley/kenyatta golf course ,DW4iKNGrY42,Kibra ,HfVjCurKxh2,Nairobi ,19958,36.80897,-1.29467
Keipsl20956,AAR Kisumu,ZUkzZLrNaiP,7,yRgMm7nEuSc,Point,hXo6YiInnIL,Market milimani ,RP2cXnuZq8a,Kisumu Central ,HfVjCurKxh2,Kisumu ,20956,34.751097,-0.099999
Keipsl11721,AAR Nyali Health Care,Ev2Viaztz2a,7,dqBEFmhgGvS,Point,Am4Dt4x0kbI,Ziwa la ng'ombe ,S0nWEBcp4qo,Nyali ,HfVjCurKxh2,Mombasa ,11721,39.71669,-4.02797
151,Abakaile Ward,AUwENR8rh0t,6,f663NMo0Q16,NA,f663NMo0Q16,Abakaile ,qIpTCaEVo8q,Dadaab ,HfVjCurKxh2,Garissa ,151,NULL,
Keipsl13265,Abakore Sub District Hospital,oqlpemVDy6z,7,vbGxTlETy7a,Point,pfsnNOdgX34,Habasswein ,q93HBF7r7P4,Wajir South ,HfVjCurKxh2,Wajir ,13265,39.71226,0.63091
Keipsl19484,Abby Clinic,FVbfVk79XNf,7,lOo6k3pqgbG,Point,d2JEo103gPA,Kangemi ,DW4iKNGrY42,Westlands ,HfVjCurKxh2,Nairobi ,19484,36.74795,-1.26379
Keipsl12126,ABC Thange Dispensary,nfuGryg4y98,7,FIImQkA1bpD,Point,Sk7DgoU3afm,Thange ,M5TOiiYVWwN,Kibwezi East ,HfVjCurKxh2,Makueni ,12126,38.01595,-2.50087
Keipsl17009,Abdisamad Dispensary,nHi5WNsrpZS,7,EAZnWbyh8me,Point,QtbvoVXZSL6,Sankuri ,qIpTCaEVo8q,Balambala ,HfVjCurKxh2,Garissa ,17009,39.65491,0.04883
Keipsl20689,Abdiwaqo Dispensary,YjBfcJXE84d,7,f8uPUpmhdAj,NA,C6bZQHmFJvk,Della ,q93HBF7r7P4,Eldas ,HfVjCurKxh2,Wajir ,20689,NULL,
Keipsl10001,Abel Migwi Johana Laboratory,sidfjrL7OLa,7,oFcYcb8n44V,NA,DTGQS1RlSoX,Kariti ,gn42ZCLVhzf,Kirinyaga West ,HfVjCurKxh2,Kirinyaga ,10001,NULL,
Keipsl13461,Abidha Health Centre,tvVfWGz7yvh,7,MaRsh9V5LtP,Point,Lkjyg0yFY1A,East Asembo ,mMORYzJBnzi,Rarieda ,HfVjCurKxh2,Siaya ,13461,34.41064,-0.15902
Keipsl16716,Able Medical Clinic,webSeE8tLMp,7,KmobMFYlYuT,Point,hO4CKokfsxP,Isukha Central ,M0xXLu8QbHW,Shinyalu ,HfVjCurKxh2,Kakamega ,16716,34.81428,0.22351
293,Abogeta East Ward,qAQnmxGIPeu,6,acCFMcwZxIs,NA,acCFMcwZxIs,Abogeta East ,xy2ubunOGVi,Imenti South ,HfVjCurKxh2,Meru ,293,NULL,
294,Abogeta West Ward,QGJGeMaUXmk,6,acCFMcwZxIs,NA,acCFMcwZxIs,Abogeta West ,xy2ubunOGVi,Imenti South ,HfVjCurKxh2,Meru ,294,NULL,
Keipsl15789,Aboloi Dispensary,VmemRezEHJf,7,qWPAM9ht7ED,Point,hQ2SZfhAm87,Ang'urai South ,VljEgS6qanC,Teso North ,HfVjCurKxh2,Busia ,15789,34.39563,0.65654
286,Abothuguchi Central Ward,SkMWH4D9iWW,6,dBvWc5zsKRs,NA,dBvWc5zsKRs,Abothuguchi Central ,xy2ubunOGVi,Imenti Central ,HfVjCurKxh2,Meru ,286,NULL,
287,Abothuguchi West Ward,o7Rr3xyrp6X,6,dBvWc5zsKRs,NA,dBvWc5zsKRs,Abothuguchi West ,xy2ubunOGVi,Imenti Central ,HfVjCurKxh2,Meru ,287,NULL,
Keipsl20823,Ace Africa (k) Wellness Centre,nEwHdsmfYro,7,HIe9TxuNZt1,Point,BIHVMlZrkgA,Bukembe east ,A1gVLZ5bHiS,Kanduyi ,HfVjCurKxh2,Bungoma ,20823,34.55289,0.59266
Keipsl12791,Acef Ena Health Centre,VUv3MNGbLMe,7,AtW7DC8KqQb,Point,rAkdrmfZHgT,Kaagari South ,h8m60u0XlJf,Runyenjes ,HfVjCurKxh2,Embu ,12791,37.55271,-0.47344
Keipsl11918,ACK Dispensary (Isiolo),hZpnfZNeoxD,7,Y92No90HFw7,Point,olHxLXQSkGq,Burat ,WdtNaOc3FbT,Isiolo ,HfVjCurKxh2,Isiolo ,11918,37.57572,0.35699
Keipsl20653,ACK Hope Compassionate Center,wltr8qenPZO,7,TPtKgyFcsc8,Point,yHQwLEALL35,Homa bay central ,gbepWpyaGdj,Homa Bay Town ,HfVjCurKxh2,Homa Bay ,20653,34.468029,-0.536143
Keipsl17980,ACK Kanunga,ISyGOLM34Pf,7,okFXUwU4YRR,NA,JcXZiATbQwx,Ndumberi ,A0BC4zSGPwM,Kiambu Town ,HfVjCurKxh2,Kiambu ,17980,NULL,
Keipsl11195,Acode Medical Clinic Maungu,ePibTmbhH7b,7,I81c9pDnH7j,Point,YCJqCJUsbKh,Marungu ,I5jmTunFZY2,Voi ,HfVjCurKxh2,Taita Taveta ,11195,38.75037,-3.55733
ke4noreasternwajirwajirnoradadijolecommunityunit,Adadijole Community Unit,l3wlIFZBdVE,7,WUFDmToUTEq,NA,kZ5iRioE0Wi,Bute ,q93HBF7r7P4,Wajir North ,HfVjCurKxh2,Wajir ,ke4noreasternwajirwajirnoradadijolecommunityunit,NULL,
Keipsl13266,Adadijolle Dispensary,JpIZlCPndcq,7,WUFDmToUTEq,Point,kZ5iRioE0Wi,Bute ,q93HBF7r7P4,Wajir North ,HfVjCurKxh2,Wajir ,13266,39.45842,3.33436
Keipsl13267,Ademasajida Dispensary,GZ1rw9DslqO,7,XcWEHRoRcsw,Point,ftfWf0TPLdo,Ademasajida ,q93HBF7r7P4,Wajir West ,HfVjCurKxh2,Wajir ,13267,39.4885,1.02825
178,Ademasajida Ward,XcWEHRoRcsw,6,ftfWf0TPLdo,NA,ftfWf0TPLdo,Ademasajida ,q93HBF7r7P4,Wajir West ,HfVjCurKxh2,Wajir ,178,NULL,
Keipsl13463,Adiedo Dispensary,CCt0Hnq9RSI,7,ShnZxugHnCC,Point,r04H5Jd9tHC,Kanyaluo ,gbepWpyaGdj,Karachuonyo ,HfVjCurKxh2,Homa Bay ,13463,34.60247,-0.42727
Keipsl13464,Administration Police Dispensary (Kisumu East),idCFVvirJ6Z,7,EaFBuAYdi9P,Point,hXo6YiInnIL,Railways ,RP2cXnuZq8a,Kisumu Central ,HfVjCurKxh2,Kisumu ,13464,34.75813,-0.12409
Keipsl20479,Adoma Medical Clinic,RwJJJQT6lgM,7,VUGa9I6dFWL,Point,h2W9VDhDQac,Central sakwa ,H9vJQr39c4B,Awendo ,HfVjCurKxh2,Migori ,20479,34.52189,-0.91634
Keipsl19272,Adra health centre Elwak,FWFBu7E6R1D,7,aOllUxDDWhC,NA,ldcUsrlhgeu,Elwak South ,inIsXJ57Si9,Mandera South ,HfVjCurKxh2,Mandera ,19272,NULL,
Keipsl11198,Adu Dispensary,yGyvw1GcZLR,7,qh0k9hhyiTZ,Point,NJGhkvNCOlW,Adu ,ZIMjWiBet30,Magarini ,HfVjCurKxh2,Kilifi ,11198,39.98014,-2.83976
Keipsl14185,Adurkoit Dispensary,p9mSvjwI4ni,7,TLnnPdFC0Fr,Point,TmNeLZtYIOo,Riwo ,Y2tnI4r0GkW,West Pokot ,HfVjCurKxh2,West Pokot ,14185,34.92782,1.35742
83,Adu Ward,qh0k9hhyiTZ,6,NJGhkvNCOlW,NA,NJGhkvNCOlW,Adu ,ZIMjWiBet30,Magarini ,HfVjCurKxh2,Kilifi ,83,NULL,
Keipsl18535,Adventist Centre For Care and Support (Westlands),vgErg8mCZTj,7,AuwtqtFvZCz,Point,VXH44Idv4At,Kilimani ,DW4iKNGrY42,Dagoretti North ,HfVjCurKxh2,Nairobi ,18535,36.80751,-1.28899
Keipsl16531,Aenue Health Care,pKGUl3kIcds,7,w9F6MWXUzPX,NA,Kb0EXwbgMaF,Ganjoni -Shimanzi ,S0nWEBcp4qo,Mvita ,HfVjCurKxh2,Mombasa ,16531,NULL,
Keipsl18382,Afraha Maternity and Nursing Home,iiouXbdQUd4,7,yYGhVg0nUaV,Point,eRcit97cWj9,Biashara ,ZFzQpYAw1RT,Nakuru East ,HfVjCurKxh2,Nakuru ,18382,36.07421,-0.29746
Keipsl13268,Africa Inland Church Dispensary,IZKyHcOsFOU,7,YSO0MDeaXc6,Point,fU8SMUV5vkh,Wagberi ,q93HBF7r7P4,Wajir East ,HfVjCurKxh2,Wajir ,13268,40.06798,1.74868
Keipsl12865,Afwani Medical Centre,rnxhdEg940w,7,bQSoSIZ54u4,Point,KL5rVSlmQsu,California ,DW4iKNGrY42,Kamukunji ,HfVjCurKxh2,Nairobi ,12865,36.8405,-1.28321
Keipsl17335,Afwein Dispensary,ghYaarDzrNA,7,dPTgSmNOZse,Point,to4Xw9U3UZK,Baraki ,qIpTCaEVo8q,Lagdera ,HfVjCurKxh2,Garissa ,17335,39.35608,0.35346
Keipsl19662,Afya Bora Mc,FUmw5sMn8BX,7,KmJ2DsbXFc1,NA,Rw7jAG8nq1g,Matisi ,oSVLBSVLtZi,Saboti ,HfVjCurKxh2,Trans-Nzoia ,19662,NULL,
Keipsl21165,AFYA BORA Medical Clinic,wQvZbI086K1,7,H5h2Nk6xRme,NA,IHP8NBhifhP,Mirangine ,mVgMb1mDaDX,Olkalou ,HfVjCurKxh2,Nyandarua ,21165,NULL,
Keipsl11201,Afya Clinic,GAzTrL0JB8p,7,bTD0i9ISS7c,Point,V6wDRAgs0U8,Wundanyi/mbale ,I5jmTunFZY2,Wundanyi ,HfVjCurKxh2,Taita Taveta ,11201,38.21918,-3.24262
Keipsl18486,Afya Health Care,Cl69e3r4cD9,7,AHgQmKABWnw,NA,mC2rYK58H0C,Githurai ,DW4iKNGrY42,Roysambu ,HfVjCurKxh2,Nairobi ,18486,NULL,
Keipsl20380,Afya Health System Hospital,X0358kxm6Kr,7,TPtKgyFcsc8,Point,yHQwLEALL35,Homa bay central ,gbepWpyaGdj,Homa Bay Town ,HfVjCurKxh2,Homa Bay ,20380,34.46,-0.53
Keipsl18845,Afya Medical Centre,qbno4bsctQo,7,yFonDHyiwnm,Point,Am4Dt4x0kbI,Kadzandani ,S0nWEBcp4qo,Nyali ,HfVjCurKxh2,Mombasa ,18845,39.70123,-4.00659
Keipsl16556,Afya Medical Clinic (KIBIRICHIA),vBAP5ioa6Fu,7,CtmFA4Ojn8l,Point,plY1eVnlq1G,Timau ,xy2ubunOGVi,Buuri ,HfVjCurKxh2,Meru ,16556,37.53345,0.14007
Keipsl10010,Afya Medical Clinic (Muranga North) ok,Zdn9OJxy793,7,Tew5m35yPJm,Point,BirdjcaE5qU,Rwathia ,SeUHzwEWOUn,Kangema ,HfVjCurKxh2,Muranga ,10010,36.9012,-0.64772
Keipsl18440,Afya Medical Clinic (Nakuru),bahls8Ut4Pa,7,yYGhVg0nUaV,Point,eRcit97cWj9,Biashara ,ZFzQpYAw1RT,Nakuru East ,HfVjCurKxh2,Nakuru ,18440,36.09211,-0.29448
Keipsl13270,Afya medical & nursing home,P4AXbroKzX9,7,r0Hk11yh2GP,Point,fU8SMUV5vkh,Township ,q93HBF7r7P4,Wajir East ,HfVjCurKxh2,Wajir ,13270,40.05697,1.74477
Keipsl11921,Afya Njema Clinic (Athi river),ZP08uAFERxE,7,rRL9iawAR7A,Point,bYYXeHOsLYE,Athi River ,XFTvFUirnjA,Athi River ,HfVjCurKxh2,Machakos ,11921,36.98832,-1.4536
Keipsl13465,Aga Khan Hospital (Kisumu),jTcm1wfBJCK,7,yRgMm7nEuSc,Point,hXo6YiInnIL,Market milimani ,RP2cXnuZq8a,Kisumu Central ,HfVjCurKxh2,Kisumu ,13465,34.75621,-0.09937
Keipsl11203,Aga Khan Hospital (Mombasa),brPJnKGUwmJ,7,w9F6MWXUzPX,Point,Kb0EXwbgMaF,Ganjoni -Shimanzi ,S0nWEBcp4qo,Mvita ,HfVjCurKxh2,Mombasa ,11203,39.67003,-4.07012
Keipsl13466,Agawo Dispensary,qDx6b0O1dKH,7,GPX23to3BN6,Point,fadUMJvk9vF,East kamagak ,gbepWpyaGdj,Kasipul ,HfVjCurKxh2,Homa Bay ,13466,34.7874,-0.46748
Keipsl13467,Agenga Dispensary,iE2kOG5KJX9,7,AMuv7J0rMFI,Point,DXCmQBVFzxo,North kadem ,H9vJQr39c4B,Nyatike ,HfVjCurKxh2,Migori ,13467,34.23407,-0.91877
Keipsl15790,Agenga Dispensary (Samia),FXx0gjbN8Gh,7,Dtp0ehbH66s,Point,ItX5MgpbBWn,Ageng'a Nanguba ,VljEgS6qanC,Samia ,HfVjCurKxh2,Busia ,15790,34.07067,0.25266
1150,Ageng'a Nanguba Ward,Dtp0ehbH66s,6,ItX5MgpbBWn,NA,ItX5MgpbBWn,Ageng'a Nanguba ,VljEgS6qanC,Samia ,HfVjCurKxh2,Busia ,1150,NULL,
Keipsl12867,Agha Khan Hospital,y5vFQamRzsh,7,v2Nv5pZeWDo,Point,d2JEo103gPA,Parklands/highridge ,DW4iKNGrY42,Westlands ,HfVjCurKxh2,Nairobi ,12867,36.824114,-1.261171
Keipsl16452,Agma Clinic,Zkdz61H46kS,7,agfrsTtDtmB,Point,nZBWQeuvF4m,Shiru ,hhmLIpoAvAg,Hamisi ,HfVjCurKxh2,Vihiga ,16452,34.91108,0.15523
Keipsl10017,Aguthi Dispensary,JYVSwm2vta4,7,oOfzNGZDt3D,Point,HYo4oOj6cDE,Aguthi-gaaki ,IZOS05Z8QAL,Tetu ,HfVjCurKxh2,Nyeri ,10017,37.02399,-0.54185
468,Aguthi-gaaki Ward,oOfzNGZDt3D,6,HYo4oOj6cDE,NA,HYo4oOj6cDE,Aguthi-gaaki ,IZOS05Z8QAL,Tetu ,HfVjCurKxh2,Nyeri ,468,NULL,
Keipsl10018,Ahadi Maternity Services,e84b2FLZz6g,7,Y8QcHbDoK9m,Point,hqS48UiEjI7,Nyanduma ,A0BC4zSGPwM,Lari ,HfVjCurKxh2,Kiambu ,10018,36.74133,-1.00341
Keipsl18291,Ahero Medical Center,uhZJfiL4bdy,7,HWRUvMjc2L5,Point,wNxyXeXX16w,Awasi/onjiko ,RP2cXnuZq8a,Nyando ,HfVjCurKxh2,Kisumu ,18291,34.92412,-0.17296
Keipsl13468,Ahero Sub-District Hospital,CoiYx9gLm5m,7,q5NjvTUiqnS,Point,wNxyXeXX16w,Ahero ,RP2cXnuZq8a,Nyando ,HfVjCurKxh2,Kisumu ,13468,34.92367,-0.17321
1208,Ahero Ward,q5NjvTUiqnS,6,wNxyXeXX16w,NA,wNxyXeXX16w,Ahero ,RP2cXnuZq8a,Nyando ,HfVjCurKxh2,Kisumu ,1208,NULL,
Keipsl15791,Ahmadiya Hospital,zK5jhRlWfuF,7,B6MIMsiG48c,Point,BqnXYzwnuNp,Lusheya/Lubinu ,M0xXLu8QbHW,Mumias East ,HfVjCurKxh2,Kakamega ,15791,34.57571,0.31409
Keipsl12093,AIC Dispensary (Isiolo),HDXKJk3LDzq,7,mjxdq9k7JNx,Point,olHxLXQSkGq,Wabera ,WdtNaOc3FbT,Isiolo ,HfVjCurKxh2,Isiolo ,12093,37.57018,0.33828
Keipsl10283,AIC Gituru Dispensary,lEKNChdcKiZ,7,QxoTzUP2oF4,Point,B3cENLs5ml2,Ruchu ,SeUHzwEWOUn,Kandara ,HfVjCurKxh2,Muranga ,10283,36.8668,-0.81464
Keipsl17431,AIC Kalamba Dispensary,b51Hlp5kzNG,7,WOIZXpc6BDA,Point,QYDvB0MDGwP,Nzaui/Kilili/Kalamba ,M5TOiiYVWwN,Makueni ,HfVjCurKxh2,Makueni ,17431,37.51275,-1.86649
Keipsl12419,AIC Kyumbe Dispensary,ivzcVpgvmUg,7,GMvOPhEa9P2,Point,QYDvB0MDGwP,Mbitini ,M5TOiiYVWwN,Makueni ,HfVjCurKxh2,Makueni ,12419,37.4391,-1.94614
Keipsl14178,AIC Litein Mission Hospital,twSsunns9Ky,7,TsSBkRmUTKG,Point,mxHbNRkkdrY,Litein ,soCirDJfP4S,Bureti ,HfVjCurKxh2,Kericho ,14178,35.1865,-0.58621
Keipsl17655,AIC Liten VCT,T5Hod1yvKOl,7,TsSBkRmUTKG,Point,mxHbNRkkdrY,Litein ,soCirDJfP4S,Bureti ,HfVjCurKxh2,Kericho ,17655,35.19104,-0.58129
Keipsl11553,AIC Malanga,Yjece7dQOix,7,nTVgZnPFELn,Point,bhh0SW42G4H,Sokoke ,ZIMjWiBet30,Ganze ,HfVjCurKxh2,Kilifi ,11553,39.79181,-3.24695
Keipsl12558,AIC Mukaa Dispensary,HEo7XATkdiH,7,MQp8Fcdp7Zx,Point,txfQRjvy2Uo,Mukaa ,M5TOiiYVWwN,Kilome ,HfVjCurKxh2,Makueni ,12558,37.32693,-1.83442
Keipsl20602,Aids HealthCare Foundation Eastleigh,ZAOmr4VCKmw,7,RCICshKnh0s,NA,KL5rVSlmQsu,Airbase ,DW4iKNGrY42,Kamukunji ,HfVjCurKxh2,Nairobi ,20602,NULL,
Keipsl16350,Ainabkoi Health Centre,puC1BTI46Yu,7,QNpqS0nhmyz,Point,eq1Adwf0qsz,Ainabkoi/Olare ,cS6agZiN32t,Ainabkoi ,HfVjCurKxh2,Uasin Gishu ,16350,35.52176,0.16561
721,Ainabkoi/Olare Ward,QNpqS0nhmyz,6,eq1Adwf0qsz,NA,eq1Adwf0qsz,Ainabkoi/Olare ,cS6agZiN32t,Ainabkoi ,HfVjCurKxh2,Uasin Gishu ,721,NULL,
NA,Ainabkoi Sub County,eq1Adwf0qsz,5,cS6agZiN32t,MultiPolygon,NA,NA,cS6agZiN32t,Ainabkoi ,HfVjCurKxh2,Uasin Gishu ,NA,35.4642,35.462
Keipsl14192,Ainamoi Health Centre,bcyJBbwUePk,7,TZ0MP4deDTT,Point,cMm8lWp0sMx,Ainamoi ,soCirDJfP4S,Ainamoi ,HfVjCurKxh2,Kericho ,14192,35.27442,-0.29944
NA,Ainamoi Sub County,cMm8lWp0sMx,5,soCirDJfP4S,MultiPolygon,NA,NA,soCirDJfP4S,Ainamoi ,HfVjCurKxh2,Kericho ,NA,35.3191,35.3132
945,Ainamoi Ward,TZ0MP4deDTT,6,cMm8lWp0sMx,NA,cMm8lWp0sMx,Ainamoi ,soCirDJfP4S,Ainamoi ,HfVjCurKxh2,Kericho ,945,NULL,
1437,Airbase Ward,RCICshKnh0s,6,KL5rVSlmQsu,NA,KL5rVSlmQsu,Airbase ,DW4iKNGrY42,Kamukunji ,HfVjCurKxh2,Nairobi ,1437,NULL,
Keipsl13469,Airport Dispensary (Kisumu),UBIvrvRnKrO,7,dyLunq6p33X,Point,jeIFDhTlvUG,Central Kisumu ,RP2cXnuZq8a,Kisumu West ,HfVjCurKxh2,Kisumu ,13469,34.73359,-0.07331
Keipsl11922,Airport Medical Centre,dzliPlr3TPL,7,M5RbUGhdiN9,Point,bYYXeHOsLYE,Syokimau/Mulolongo ,XFTvFUirnjA,Athi River ,HfVjCurKxh2,Machakos ,11922,36.94028,-1.39374
3,Airport Ward,dmv2cvYadhb,6,M64sqX4e7g4,NA,M64sqX4e7g4,Airport ,S0nWEBcp4qo,Changamwe ,HfVjCurKxh2,Mombasa ,3,NULL,
Keipsl14193,Aiyebo Dispensary,Md0X9tG5OyF,7,mhUvMZQQo43,Point,EFHywvcI9Zj,Saimoi/Kipsaraman ,Tbq3JMDALZt,Baringo North ,HfVjCurKxh2,Baringo ,14193,35.80768,0.65783
Keipsl18398,Ajam Mission Health Centre,JJ7ZgexeKoj,7,e9RFPTVs2OR,Point,aN1xb3asVg6,Keekonyokie ,iO2edHMzzoa,Kajiado West ,HfVjCurKxh2,Kajiado ,18398,36.69003,-1.44125
Keipsl13272,Ajawa Health Centre,bzJTTNSEBj2,7,hrRrBwfPEea,Point,kZ5iRioE0Wi,Danaba ,q93HBF7r7P4,Wajir North ,HfVjCurKxh2,Wajir ,13272,39.69098,2.96213
300081,Ajosa Medical Clinic,FUXO10DA1Xu,7,D3PG5zonOeJ,NA,jeIFDhTlvUG,North West Kisumu ,RP2cXnuZq8a,Kisumu West ,HfVjCurKxh2,Kisumu ,300081,NULL,
Keipsl11923,Akachiu Health Centre,YGtY9QtkwrW,7,r9hikOVsDen,Point,CyEWIL9rTic,Kanuni ,xy2ubunOGVi,Igembe South ,HfVjCurKxh2,Meru ,11923,37.95661,0.18318
254,Akachiu Ward,tu13IFhA86j,6,CyEWIL9rTic,NA,CyEWIL9rTic,Akachiu ,xy2ubunOGVi,Igembe South ,HfVjCurKxh2,Meru ,254,NULL,
Keipsl13471,Akala Health Centre,FysZODCPuGk,7,rbLTDmvRjTv,Point,C50tUTITFem,South Gem ,mMORYzJBnzi,Gem ,HfVjCurKxh2,Siaya ,13471,34.42139,0.05961
Keipsl17770,Akemo Medical Clinic,aNtThTaTYQp,7,Y7mop4sVw2H,Point,ANywofseojl,Timbwani ,S0nWEBcp4qo,Likoni ,HfVjCurKxh2,Mombasa ,17770,39.65945,-4.08743
Keipsl14194,Akemo Nursing Home,TserCh80Nak,7,O6Nhx8qrtVe,Point,vTQPDPmaqqC,Kilgoris central ,IBZqPDOCobI,Transmara West ,HfVjCurKxh2,Narok ,14194,34.84508,-0.93404
Keipsl15792,Akichelesit Dispensary,jENzK3UPZdA,7,qWPAM9ht7ED,Point,hQ2SZfhAm87,Ang'urai South ,VljEgS6qanC,Teso North ,HfVjCurKxh2,Busia ,15792,34.34332,0.69133
Keipsl13462,Akidiva Clinic,cqfzt89nt1X,7,fKATkgalxKH,Point,nRMs0Gai7xo,Bukira Central/Ikerege ,H9vJQr39c4B,Kuria West ,HfVjCurKxh2,Migori ,13462,34.61832,-1.197175
256,Akirang'ondu Ward,KszJ2QVT4DR,6,cF9JK3cGdzC,NA,cF9JK3cGdzC,Akirang'ondu ,xy2ubunOGVi,Igembe Central ,HfVjCurKxh2,Meru ,256,NULL,
267,Akithii Ward,p3eZRaIozeC,6,XQP3pEOyfwE,NA,XQP3pEOyfwE,Akithii ,xy2ubunOGVi,Tigania West ,HfVjCurKxh2,Meru ,267,NULL,
Keipsl23509,Akukuranut Drop Off Point,b4KYUIrpGLo,7,UZw7oqwhfrg,Point,hQ2SZfhAm87,Malaba central ,VljEgS6qanC,Teso North ,HfVjCurKxh2,Busia ,23509,34.281077,0.636213
Keipsl14196,Alale (AIC) Health Centre,IWHB63WvHEE,7,LbpgcCuUXLz,Point,cVToPEDGKAV,Alale ,Y2tnI4r0GkW,Pokot North ,HfVjCurKxh2,West Pokot ,14196,35.02813,2.26698
Keipsl16367,Alale Health Centre,PicT9BT2EVv,7,LbpgcCuUXLz,Point,cVToPEDGKAV,Alale ,Y2tnI4r0GkW,Pokot North ,HfVjCurKxh2,West Pokot ,16367,35.02779,2.25005
656,Alale Ward,LbpgcCuUXLz,6,cVToPEDGKAV,NA,cVToPEDGKAV,Alale ,Y2tnI4r0GkW,Pokot North ,HfVjCurKxh2,West Pokot ,656,NULL,
Keipsl13274,Al-Aqsa Medical Clinic,S2q5Qq1pubO,7,iyU0yU7260I,Point,KpVyBGrx1Jk,Township ,qIpTCaEVo8q,Garissa ,HfVjCurKxh2,Garissa ,13274,39.64364,-0.43754
NA,Aldai Sub County,n9r5256Vnjy,5,y20aapE6KYr,MultiPolygon,NA,NA,y20aapE6KYr,Aldai ,HfVjCurKxh2,Nandi ,NA,34.7472,34.745
NA,Alego Usonga Sub County,XVktow0ujjR,5,mMORYzJBnzi,MultiPolygon,NA,NA,mMORYzJBnzi,Alego Usonga ,HfVjCurKxh2,Siaya ,NA,34.0974,34.1003
Keipsl16256,Alfa Clinic,qmFTKYNpAHU,7,uI49YPMbu1x,Point,yDsUvAUVfsN,Esise ,sXq9qYR3Q3K,Borabu ,HfVjCurKxh2,Nyamira ,16256,35.02643,-0.82872
Keipsl11924,Alfalah Nursing Home,nuRMfoIS2hW,7,ZzDK5vzqB8B,Point,olHxLXQSkGq,Bulla Pesa ,WdtNaOc3FbT,Isiolo ,HfVjCurKxh2,Isiolo ,11924,37.58112,0.34842
Keipsl11208,Al Farooq Hospital,qMSgijNdXdA,7,i7NkMB9FwxE,Point,Kb0EXwbgMaF,Tononoka ,S0nWEBcp4qo,Mvita ,HfVjCurKxh2,Mombasa ,11208,39.66513,-4.04899
Keipsl13275,Al-Faruq Dispensary,NsnRPawGIQy,7,wO66HBKuGPa,Point,KpVyBGrx1Jk,Waberi ,qIpTCaEVo8q,Garissa ,HfVjCurKxh2,Garissa ,13275,39.65883,-0.4422
Keipsl19629,Al-Firdaus Health Care,YWRNMV8zs7l,7,i7NkMB9FwxE,Point,Kb0EXwbgMaF,Tononoka ,S0nWEBcp4qo,Mvita ,HfVjCurKxh2,Mombasa ,19629,39.66511,-4.04535
Keipsl13276,Al-furqaan clinic,YhLCnN1R5ur,7,r0Hk11yh2GP,Point,fU8SMUV5vkh,Township ,q93HBF7r7P4,Wajir East ,HfVjCurKxh2,Wajir ,13276,40.05859,1.74871
Keipsl18009,Algadir Medical Clinic,KjxuN3y2zLL,7,yYGhVg0nUaV,Point,eRcit97cWj9,Biashara ,ZFzQpYAw1RT,Nakuru East ,HfVjCurKxh2,Nakuru ,18009,36.06766,-0.29912
Keipsl18997,Al Iklas Medical Clinic,entNyFdLemo,7,wU1fOV8sdie,Point,KpVyBGrx1Jk,Galbet ,qIpTCaEVo8q,Garissa ,HfVjCurKxh2,Garissa ,18997,39.65465,-0.43733
Keipsl13281,Alimaow Health Centre,B6k2FzLkFQ8,7,r0Hk11yh2GP,Point,fU8SMUV5vkh,Township ,q93HBF7r7P4,Wajir East ,HfVjCurKxh2,Wajir ,13281,40.04766,1.73461
Keipsl13282,Alinjugur Health Centre,VGXhy8Etz3j,7,nBZR3DbHaCy,Point,o8fWG736ZTH,Jarajila ,qIpTCaEVo8q,Fafi ,HfVjCurKxh2,Garissa ,13282,40.45615,-0.03048
Keipsl15794,Alliance Clinic,Ne4PYStjXYc,7,mCWcJOJlimt,Point,pQcOu3TiV7S,Chavakali ,hhmLIpoAvAg,Sabatia ,HfVjCurKxh2,Vihiga ,15794,34.73399,0.11834
Keipsl10022,Alpha Family Health Care,hesisFzY7B4,7,axzuAw8ROZl,Point,HYo4oOj6cDE,Wamagana ,IZOS05Z8QAL,Tetu ,HfVjCurKxh2,Nyeri ,10022,36.96777,-0.49212
Keipsl19880,Alpha Medical Agency,TWM218iVNUM,7,mCWcJOJlimt,Point,pQcOu3TiV7S,Chavakali ,hhmLIpoAvAg,Sabatia ,HfVjCurKxh2,Vihiga ,19880,34.72601,0.11621
Keipsl23646,Alphima Medical Clinic,vIEUICFg2ax,7,WaNJx6UjPcZ,Point,lHEvx0TzHO2,Kimumu ,cS6agZiN32t,Moiben ,HfVjCurKxh2,Uasin Gishu ,23646,35.277789,0.51617686
