code,name,id,level,parent.id,geometry.type,ward.parent.id,ward,subcounty.parent.id,subcounty,county.parent.id,county,mflcode,geometry.coordinates_1,geometry.coordinates_2
255,Kanuni Ward,r9hikOVsDen,6,CyEWIL9rTic,NA,CyEWIL9rTic,Kanuni ,xy2ubunOGVi,Igembe South ,HfVjCurKxh2,Meru ,255,NULL,
Keipsl14688,Kanusin Dispensary,nKTFeeetXY4,7,R9pD7UfTwAz,Point,W2u4ZEUB2TO,Mutarakwa ,sphpbVxO6pn,Bomet Central ,HfVjCurKxh2,Bomet ,14688,35.21453,-0.77112
Keipsl12180,Kanyaa Dispensary,JY3Htdgo1Kc,7,SKAzP1nPxaK,Point,Fs9rO4D25cB,Kyome/Thaana ,zF5mSLNG4Cl,Mwingi West ,HfVjCurKxh2,Kitui ,12180,37.97415,-1.10579
1246,Kanyadoto Ward,usWJGgIuue4,6,Ropfr0gf4q7,NA,Ropfr0gf4q7,Kanyadoto ,gbepWpyaGdj,Ndhiwa ,HfVjCurKxh2,Homa Bay ,1246,NULL,
Keipsl13654,Kanyagwal Dispensary,WKzz7GXNr2U,7,TRsHqdMCNmS,Point,wNxyXeXX16w,Kabonyo kanyagwal ,RP2cXnuZq8a,Nyando ,HfVjCurKxh2,Kisumu ,13654,34.8797,-0.23887
Keipsl12181,Kanyakine District Hospital,XGw1fCwVLc6,7,qAQnmxGIPeu,Point,acCFMcwZxIs,Abogeta East ,xy2ubunOGVi,Imenti South ,HfVjCurKxh2,Meru ,12181,37.67557,-0.12923
ke4nyanzarachuonyonorhomabaykanyaluoeast,Kanyaluo East,XsRNjPL0c7n,7,ShnZxugHnCC,NA,r04H5Jd9tHC,Kanyaluo ,gbepWpyaGdj,Karachuonyo ,HfVjCurKxh2,Homa Bay ,ke4nyanzarachuonyonorhomabaykanyaluoeast,NULL,
1233,Kanyaluo Ward,ShnZxugHnCC,6,r04H5Jd9tHC,NA,r04H5Jd9tHC,Kanyaluo ,gbepWpyaGdj,Karachuonyo ,HfVjCurKxh2,Homa Bay ,1233,NULL,
1250,Kanyamwa kologi Ward,eJO2CtgHuvd,6,Ropfr0gf4q7,NA,Ropfr0gf4q7,Kanyamwa kologi ,gbepWpyaGdj,Ndhiwa ,HfVjCurKxh2,Homa Bay ,1250,NULL,
1251,Kanyamwa kosewe Ward,ZGDBw5UYLNh,6,Ropfr0gf4q7,NA,Ropfr0gf4q7,Kanyamwa kosewe ,gbepWpyaGdj,Ndhiwa ,HfVjCurKxh2,Homa Bay ,1251,NULL,
Keipsl12184,Kanyangi Sub-District Hospital,VZxHxVUDn1S,7,E2Ko5vi9eGJ,Point,spUfg9YrEYO,Kanyangi ,zF5mSLNG4Cl,Kitui Rural ,HfVjCurKxh2,Kitui ,12184,37.90907,-1.76178
353,Kanyangi Ward,E2Ko5vi9eGJ,6,spUfg9YrEYO,NA,spUfg9YrEYO,Kanyangi ,zF5mSLNG4Cl,Kitui Rural ,HfVjCurKxh2,Kitui ,353,NULL,
Keipsl14689,Kanyarkwat Health Centre,BPzUOO82HBv,7,TLnnPdFC0Fr,Point,TmNeLZtYIOo,Riwo ,Y2tnI4r0GkW,West Pokot ,HfVjCurKxh2,West Pokot ,14689,35.03128,1.40867
1283,Kanyasa Ward,akthoyiYSEl,6,DXCmQBVFzxo,NA,DXCmQBVFzxo,Kanyasa ,H9vJQr39c4B,Nyatike ,HfVjCurKxh2,Migori ,1283,NULL,
Keipsl16931,Kanyekini Dispensary,LFaZX2u6igg,7,SKAzP1nPxaK,Point,Fs9rO4D25cB,Kyome/Thaana ,zF5mSLNG4Cl,Mwingi West ,HfVjCurKxh2,Kitui ,16931,37.98919,-1.02139
513,Kanyekini Ward,lNHdt9MXvlt,6,USVEM4GquYV,NA,USVEM4GquYV,Kanyekini ,gn42ZCLVhzf,Kirinyaga Central ,HfVjCurKxh2,Kirinyaga ,513,NULL,
Keipsl10474,Kanyenyaini Health Centre,TvRK2fep56U,7,TDNvGVuRpT2,Point,BirdjcaE5qU,Kanyenya-ini ,SeUHzwEWOUn,Kangema ,HfVjCurKxh2,Muranga ,10474,36.8829,-0.68602
516,Kanyenya-ini Ward,TDNvGVuRpT2,6,BirdjcaE5qU,NA,BirdjcaE5qU,Kanyenya-ini ,SeUHzwEWOUn,Kangema ,HfVjCurKxh2,Muranga ,516,NULL,
Keipsl20084,Kanyerus Dispensary,QGDv9S0NsU6,7,Auu8JaLPw1q,Point,cVToPEDGKAV,Suam ,Y2tnI4r0GkW,Pokot North ,HfVjCurKxh2,West Pokot ,20084,34.80568,1.36064
1247,Kanyikela Ward,egPuQmxrv8h,6,Ropfr0gf4q7,NA,Ropfr0gf4q7,Kanyikela ,gbepWpyaGdj,Ndhiwa ,HfVjCurKxh2,Homa Bay ,1247,NULL,
Keipsl18508,Kanyongonyo Dispensary,TffM9j1PtnC,7,E2Ko5vi9eGJ,Point,spUfg9YrEYO,Kanyangi ,zF5mSLNG4Cl,Kitui Rural ,HfVjCurKxh2,Kitui ,18508,37.93266,-1.83068
keipsl20218,Kanyoni Community Dispensary,vCUsvb4fPWM,7,Bp0iAhBLDjd,NA,qKqNysoq39p,Gituamba ,A0BC4zSGPwM,Gatundu North ,HfVjCurKxh2,Kiambu ,20218,NULL,
Keipsl12185,Kanyuambora Dispensary,qSjEGB1yUKs,7,Oa3FMWJwsbp,Point,PSYM9hh2sBb,Evurore ,h8m60u0XlJf,Mbeere North ,HfVjCurKxh2,Embu ,12185,37.72055,-0.46412
Keipsl12186,Kanyunga Health Centre,lyEGC4jmF1Z,7,yvuTLMdq34t,Point,Najx8BwMyOW,Kivou ,zF5mSLNG4Cl,Mwingi Central Sub- County,HfVjCurKxh2,Kitui ,12186,38.12475,-0.97474
Keipsl12187,Kanyungu Dispensary,MP43TcduBdH,7,lk8i0epn6Zt,Point,g4bSELwoGds,Kikumbulyu North ,M5TOiiYVWwN,Kibwezi West ,HfVjCurKxh2,Makueni ,12187,38.07589,-2.29088
Keipsl12188,Kanyuru Dispensary,neozxl7AFjy,7,CWVO8hH0RT1,Point,GnmWXFQZkjy,Marimanti ,jN4aiIfSLRL,Tharaka South ,HfVjCurKxh2,Tharaka Nithi ,12188,37.89414,-0.13978
Keipsl16994,Kanzau Dispensary,NeEXFjwSwhb,7,c1Ta89gvhYQ,Point,spUfg9YrEYO,Mbitini ,zF5mSLNG4Cl,Kitui Rural ,HfVjCurKxh2,Kitui ,16994,38.0798,-1.52625
Keipsl18687,Kanzauwu Dispensary,Lg8XJelg6VD,7,HWJlZcrIfoF,Point,ECMG4qISgs1,Chuluni ,zF5mSLNG4Cl,Kitui East ,HfVjCurKxh2,Kitui ,18687,38.12548,-1.5534
369,Kanziko Ward,uk2dqyd4uNY,6,B42m5Hc0JkQ,NA,B42m5Hc0JkQ,Kanziko ,zF5mSLNG4Cl,Kitui South ,HfVjCurKxh2,Kitui ,369,NULL,
Keipsl12190,Kanziku Health Centre,DQMjdSPr7sz,7,uk2dqyd4uNY,Point,B42m5Hc0JkQ,Kanziko ,zF5mSLNG4Cl,Kitui South ,HfVjCurKxh2,Kitui ,12190,38.35155,-1.98086
Keipsl12191,Kanzokea Health Centre,vv5NIWmNmjb,7,SY679ziYo8y,Point,QYDvB0MDGwP,Kitise/Kithuki ,M5TOiiYVWwN,Makueni ,HfVjCurKxh2,Makueni ,12191,37.79707,-1.92718
Keipsl18567,Kanzui Dispensary,oq059mFbiJi,7,yvuTLMdq34t,Point,Najx8BwMyOW,Kivou ,zF5mSLNG4Cl,Mwingi Central Sub- County,HfVjCurKxh2,Kitui ,18567,38.16449,-0.98316
Keipsl12192,Kaongo Health Centre,UW4LuVnAN23,7,HQDadpFfEsb,Point,dBvWc5zsKRs,Mwangathia ,xy2ubunOGVi,Imenti Central ,HfVjCurKxh2,Meru ,12192,37.72116,-0.04146
Keipsl17105,Kaonyweni Dispensary,MJznwh2HHYw,7,LDXckHAqwCc,Point,diBoe19NFEz,Kivaa ,XFTvFUirnjA,Masinga ,HfVjCurKxh2,Machakos ,17105,37.74889,-0.97269
Keipsl16335,Kaparon Health Centre,IRMFUnCD89B,7,WZfl8dSPPN8,Point,UizNzGoZ5Zw,Endo ,kaVgIVGXcf7,Marakwet East Sub-County,HfVjCurKxh2,Elgeyo-Marakwet ,16335,35.6575,1.28751
Keipsl14690,Kapchebar Disp,pWKYQ3LEp0t,7,lmyq5HVT94h,Point,fcb8hGdNdc7,Tambach ,kaVgIVGXcf7,Keiyo North ,HfVjCurKxh2,Elgeyo-Marakwet ,14690,35.51298,0.55479
Keipsl14691,Kapchebau Dispensary,Lz6mBQwAQgn,7,WzDNUe5UHxd,Point,UizNzGoZ5Zw,Embobut/Embulot ,kaVgIVGXcf7,Marakwet East Sub-County,HfVjCurKxh2,Elgeyo-Marakwet ,14691,35.59928,1.1602
Keipsl18064,Kapchebwai Dispensary,wdCGqJ0VIKn,7,CEoVBZxpad6,Point,L706AOuUuYv,Soin ,soCirDJfP4S,Sigowet/Soin ,HfVjCurKxh2,Kericho ,18064,35.208,-0.18514
Keipsl14692,Kapchelal Dispensary,cFBL5SqaWQ8,7,FJe96LsVX5A,Point,fcb8hGdNdc7,Emsoo ,kaVgIVGXcf7,Keiyo North ,HfVjCurKxh2,Elgeyo-Marakwet ,14692,35.55397,0.82903
Keipsl14693,Kapchemogen Dispensary,XUJplUPXJjK,7,Imt4rKWPWAl,Point,p4k9222Grq5,Batei ,Y2tnI4r0GkW,Pokot South ,HfVjCurKxh2,West Pokot ,14693,35.30323,1.32273
Keipsl18207,Kapchemuta Dispensary,Ip1NMUc4dBy,7,MH9ruBWmuoe,NA,sUiNgwNmVcf,Arror ,kaVgIVGXcf7,Marakwet West ,HfVjCurKxh2,Elgeyo-Marakwet ,18207,NULL,
744,Kapchemutwa Ward,EtmZQqNuikf,6,fcb8hGdNdc7,NA,fcb8hGdNdc7,Kapchemutwa ,kaVgIVGXcf7,Keiyo North ,HfVjCurKxh2,Elgeyo-Marakwet ,744,NULL,
Keipsl15921,Kapchemwani Dispensary,RY9T8s5cqx8,7,CXhd1TkoLvw,Point,nZBWQeuvF4m,Gisambai ,hhmLIpoAvAg,Hamisi ,HfVjCurKxh2,Vihiga ,15921,34.76278,0.03782
Keipsl14694,Kapchepkor Dispensary,T9p95Fmuue6,7,mhUvMZQQo43,Point,EFHywvcI9Zj,Saimoi/Kipsaraman ,Tbq3JMDALZt,Baringo North ,HfVjCurKxh2,Baringo ,14694,35.81907,0.62314
Keipsl14695,Kapcherop Health Centre,b7kP5uesTVd,7,hFZaiu5FhHB,Point,sUiNgwNmVcf,Sengwer ,kaVgIVGXcf7,Marakwet West ,HfVjCurKxh2,Elgeyo-Marakwet ,14695,35.32414,1.04875
654,Kapchok Ward,o9y7MX99qFA,6,cVToPEDGKAV,NA,cVToPEDGKAV,Kapchok ,Y2tnI4r0GkW,Pokot North ,HfVjCurKxh2,West Pokot ,654,NULL,
Keipsl14696,Kapchorua Tea Dispensary,U18vUSNKTVC,7,m1CFGwZn599,Point,lwG2LXMx8mw,Kapchorua ,y20aapE6KYr,Nandi East ,HfVjCurKxh2,Nandi ,14696,35.28,0.10114
764,Kapchorua Ward,m1CFGwZn599,6,lwG2LXMx8mw,NA,lwG2LXMx8mw,Kapchorua ,y20aapE6KYr,Nandi East ,HfVjCurKxh2,Nandi ,764,NULL,
Keipsl14697,Kapchumba Dispensary,rFL0qmnEgaQ,7,HIZ3j0foQd7,Point,ShaXCJaCY6M,Kilibwoni ,y20aapE6KYr,Emgwen ,HfVjCurKxh2,Nandi ,14697,35.19798,0.23096
Keipsl17722,Kapchumbe Dispensary,gC5r9iT4V2B,7,IeQLLm4D9gw,Point,qlM1NMsN829,Ndanai/Abosi ,sphpbVxO6pn,Sotik ,HfVjCurKxh2,Bomet ,17722,35.08193,-0.87167
638,Kapedo/Napeitom Ward,OK5eaaxdH9Y,6,nNEjcCLJrKZ,NA,nNEjcCLJrKZ,Kapedo/Napeitom ,Toe5zU8RLT5,Turkana East ,HfVjCurKxh2,Turkana ,638,NULL,
Keipsl14699,Kapedo Sub-District Hospital,vv5ULYh6zKB,7,OK5eaaxdH9Y,Point,nNEjcCLJrKZ,Kapedo/Napeitom ,Toe5zU8RLT5,Turkana East ,HfVjCurKxh2,Turkana ,14699,36.10472,1.18697
Keipsl14700,Kapelibok Dispensary,BY1KmQlGALu,7,jaG2b9goWEj,Point,BszCGjFOZyf,Kaputir ,Toe5zU8RLT5,Turkana South ,HfVjCurKxh2,Turkana ,14700,35.6,3.12
Keipsl14701,Kapenguria District Hospital,I4NlMEN7IyV,7,b3BuJ2TBVkV,Point,TmNeLZtYIOo,Kapenguria ,Y2tnI4r0GkW,West Pokot ,HfVjCurKxh2,West Pokot ,14701,35.12097,1.23808
642,Kapenguria Ward,b3BuJ2TBVkV,6,TmNeLZtYIOo,NA,TmNeLZtYIOo,Kapenguria ,Y2tnI4r0GkW,West Pokot ,HfVjCurKxh2,West Pokot ,642,NULL,
Keipsl18506,Kapisimba Dispensary,t2oaUmMFgZF,7,HfYsLN2Xogf,Point,CuYWuE3om1k,Siongiroi ,sphpbVxO6pn,Chepalungu ,HfVjCurKxh2,Bomet ,18506,35.20801,-0.92395
Keipsl13655,Kapiyo Dispensary,OQXZxE7kCvI,7,Yy5JWm2o91F,Point,TS5gOUvyAeL,West Sakwa ,mMORYzJBnzi,Bondo ,HfVjCurKxh2,Siaya ,13655,34.17491,-0.08601
Keipsl14704,Kapkangani Health Centre,Uy8mCjPxkGV,7,Bl9MNycEq62,Point,ShaXCJaCY6M,Kapkangani ,y20aapE6KYr,Emgwen ,HfVjCurKxh2,Nandi ,14704,34.97835,0.18648
771,Kapkangani Ward,Bl9MNycEq62,6,ShaXCJaCY6M,NA,ShaXCJaCY6M,Kapkangani ,y20aapE6KYr,Emgwen ,HfVjCurKxh2,Nandi ,771,NULL,
Keipsl14726,kapkangaron,mqDfOaDmizX,7,CEoVBZxpad6,Point,L706AOuUuYv,Soin ,soCirDJfP4S,Sigowet/Soin ,HfVjCurKxh2,Kericho ,14726,35.2322,-0.22972
Keipsl19590,Kapkara Dispensary,zs9pE86bXJL,7,KiaRDzZLlbN,Point,L706AOuUuYv,Soliat ,soCirDJfP4S,Sigowet/Soin ,HfVjCurKxh2,Kericho ,19590,35.11164,-0.27324
Keipsl14705,Kapkata Dispensary,mYqqFy5PAn0,7,MH9ruBWmuoe,Point,sUiNgwNmVcf,Arror ,kaVgIVGXcf7,Marakwet West ,HfVjCurKxh2,Elgeyo-Marakwet ,14705,35.62007,0.9125
Keipsl15922,Kapkateny Dispensary,Qp4WaDd09Xa,7,aeEg880WLKa,Point,fzU3WwSJFlT,Kapkateny ,A1gVLZ5bHiS,Cheptais ,HfVjCurKxh2,Bungoma ,15922,34.62329,0.80089
1079,Kapkateny Ward,aeEg880WLKa,6,fzU3WwSJFlT,NA,fzU3WwSJFlT,Kapkateny ,A1gVLZ5bHiS,Cheptais ,HfVjCurKxh2,Bungoma ,1079,NULL,
Keipsl14706,Kapkatet District Hospital,hLjEd0aUkP2,7,ZjiBGCTyGvm,Point,mxHbNRkkdrY,Kapkatet ,soCirDJfP4S,Bureti ,HfVjCurKxh2,Kericho ,14706,35.19319,-0.62738
956,Kapkatet Ward,ZjiBGCTyGvm,6,mxHbNRkkdrY,NA,mxHbNRkkdrY,Kapkatet ,soCirDJfP4S,Bureti ,HfVjCurKxh2,Kericho ,956,NULL,
Keipsl14707,Kapkeben Dispensary,cF9a0nkSSDI,7,UquAUufp6bi,Point,n9r5256Vnjy,Kabwareng ,y20aapE6KYr,Aldai ,HfVjCurKxh2,Nandi ,14707,34.92343,0.10992
Keipsl14708,Kapkeburu Dispensary,Zo0jvcV4m1M,7,NjhXdUqHRer,Point,L706AOuUuYv,Sigowet ,soCirDJfP4S,Sigowet/Soin ,HfVjCurKxh2,Kericho ,14708,35.08536,-0.42382
Keipsl16354,Kapkei Dispensary,rcUvb45UfRb,7,w5f7UrMAI3K,Point,lHEvx0TzHO2,Tembelio ,cS6agZiN32t,Moiben ,HfVjCurKxh2,Uasin Gishu ,16354,35.4408,0.54133
Keipsl14709,Kapkein Dispensary,OUNpdJQFOyH,7,zfplTFdrIFI,Point,Owb6mx09P0g,Mogotio ,Tbq3JMDALZt,Mogotio ,HfVjCurKxh2,Baringo ,14709,35.7877,0.23182
Keipsl17293,Kapkelei,WgLIXMFlHUD,7,zcCU2T1xT3W,Point,qlM1NMsN829,Kipsonoi ,sphpbVxO6pn,Sotik ,HfVjCurKxh2,Bomet ,17293,35.15812,-0.79459
Keipsl14710,Kapkelelwa Dispensary,BKXL0dobZ9x,7,geOIF6hxTQh,Point,lMa3LF5YrfR,Kapropita ,Tbq3JMDALZt,Baringo Central ,HfVjCurKxh2,Baringo ,14710,35.71838,0.37565
Keipsl14711,Kapkenyeloi Dispensary,jeVtWIrPgLI,7,ZTQMfxkOofm,Point,ozo6TxRF0Qk,Chepterwai ,y20aapE6KYr,Mosop ,HfVjCurKxh2,Nandi ,14711,34.97898,0.54101
Keipsl14703,kapkeringon,pJADjx5J3NY,7,HM1zSjXEzHY,Point,ozo6TxRF0Qk,Kabiyet ,y20aapE6KYr,Mosop ,HfVjCurKxh2,Nandi ,14703,35.08241,0.45354
Keipsl14713,Kapkeringoon Dispensary,AH9H3JybEe5,7,BWL6AzHJpZc,Point,ozo6TxRF0Qk,Kabisaga ,y20aapE6KYr,Mosop ,HfVjCurKxh2,Nandi ,14713,35.12944,0.41805
Keipsl17808,Kapkesembe Dispensary,ld65r9Vfssc,7,LdLF6F4svwS,Point,qlM1NMsN829,Kapletundo ,sphpbVxO6pn,Sotik ,HfVjCurKxh2,Bomet ,17808,35.1772,-0.6837
Keipsl14714,Kapkesosio Dispensary,JcYZ4ut0grN,7,lSSIrRSHJF9,Point,CuYWuE3om1k,Nyangores ,sphpbVxO6pn,Chepalungu ,HfVjCurKxh2,Bomet ,14714,35.31861,-0.84667
Keipsl17284,Kapkessum Dispensary,Uhrk2fisIo5,7,EtmZQqNuikf,Point,fcb8hGdNdc7,Kapchemutwa ,kaVgIVGXcf7,Keiyo North ,HfVjCurKxh2,Elgeyo-Marakwet ,17284,35.47156,0.68534
Keipsl14715,Kapkiam Dispensary,zKOLL1wtyNu,7,PR3r1LoBu6o,Point,cMm8lWp0sMx,Kapsaos ,soCirDJfP4S,Ainamoi ,HfVjCurKxh2,Kericho ,14715,35.37288,-0.29239
Keipsl14716,Kapkiamo Dispensary,g7lYmhtrGao,7,df76Z3U8u0t,Point,EFHywvcI9Zj,Kabartonjo ,Tbq3JMDALZt,Baringo North ,HfVjCurKxh2,Baringo ,14716,35.78088,0.65734
Keipsl14717,Kapkimolwa Dispensary,v4bT0C118Ez,7,QXVILdfTupE,Point,kiKLikG6qbm,Longisa ,sphpbVxO6pn,Bomet East ,HfVjCurKxh2,Bomet ,14717,35.39295,-0.86094
Keipsl14718,Kapkisiara Dispensary,QfrYVdFJGhW,7,giGf13rGWjj,NA,mxHbNRkkdrY,Tebesonik ,soCirDJfP4S,Bureti ,HfVjCurKxh2,Kericho ,14718,NULL,
Keipsl14719,Kapkitony Dispensary,Q9ebHOHuqxZ,7,MehMyCio59h,Point,jM2gPAoeeGr,Kabiemit ,kaVgIVGXcf7,Keiyo South ,HfVjCurKxh2,Elgeyo-Marakwet ,14719,35.5817,0.237
Keipsl14720,Kapkoi Dispensary (Kwanza),iosoNjHE96B,7,vO6AsnyBmES,Point,oKGO1Sd8ylQ,Keiyo ,oSVLBSVLtZi,Kwanza ,HfVjCurKxh2,Trans-Nzoia ,14720,34.64278,1.13017
Keipsl17417,Kapkoi Disp (Wareng),iyvBaqcSlnf,7,FgFKDAMgu3K,Point,JCKvJkl6GyW,Tarakwa ,cS6agZiN32t,Kesses ,HfVjCurKxh2,Uasin Gishu ,17417,35.38087,0.28907
Keipsl14721,Kapkoi Health Centre (Keiyo North),ukpkHU12nUy,7,cNfE3ZygvMO,Point,fcb8hGdNdc7,Kamariny ,kaVgIVGXcf7,Keiyo North ,HfVjCurKxh2,Elgeyo-Marakwet ,14721,35.50735,0.52489
Keipsl14723,Kapkole Dispensary,MymVVXyU7m5,7,NELNklme3kU,Point,lMa3LF5YrfR,Kabarnet ,Tbq3JMDALZt,Baringo Central ,HfVjCurKxh2,Baringo ,14723,35.73625,0.53289
Keipsl14724,Kapkolei Dispensary,HfPdbmeWcTy,7,b54eqF6NXFD,Point,n9r5256Vnjy,Koyo/ndurio ,y20aapE6KYr,Aldai ,HfVjCurKxh2,Nandi ,14724,35.0184,0.00849
Keipsl17019,Kapkomoi Dispensary,ETvuR1gVP0c,7,rAJaFiBmzrM,NA,lMa3LF5YrfR,Ewalel/chapchap ,Tbq3JMDALZt,Baringo Central ,HfVjCurKxh2,Baringo ,17019,NULL,
Keipsl17152,Kapkoris,fZKzvtZFKvR,7,b3BuJ2TBVkV,Point,TmNeLZtYIOo,Kapenguria ,Y2tnI4r0GkW,West Pokot ,HfVjCurKxh2,West Pokot ,17152,35.1189,1.29052
keipsl14727,Kapkoros Dispensary,y0egNSlXNHr,7,bD0f2OM9bG2,Point,l709I2wQ5Nb,Chaik ,soCirDJfP4S,Belgut ,HfVjCurKxh2,Kericho ,14727,35.3214,-0.36764
Keipsl22786,Kapkoros Dispensary,zq2Q7RC9L0E,7,jTGHLQyqu86,Point,OE90J0Hs1GV,Kapsaos ,cS6agZiN32t,Turbo ,HfVjCurKxh2,Uasin Gishu ,22786,35.4471946,0.8193923
Keipsl14728,Kapkoros Health Centre,ZXQ5DtF6W4H,7,Ggp6eoH9dN6,Point,W2u4ZEUB2TO,Chesoen ,sphpbVxO6pn,Bomet Central ,HfVjCurKxh2,Bomet ,14728,35.27502,-0.6651
Keipsl17772,Kapkoros Nandi,UCrmVrLVWTh,7,m1CFGwZn599,Point,lwG2LXMx8mw,Kapchorua ,y20aapE6KYr,Nandi East ,HfVjCurKxh2,Nandi ,17772,35.34484,0.03884
Keipsl17076,Kapkota Dispensary,Vo7qGPD1EQ3,7,UpPguxzNg8n,Point,fzU3WwSJFlT,Chesikaki ,A1gVLZ5bHiS,Cheptais ,HfVjCurKxh2,Bungoma ,17076,34.48336,0.794
Keipsl14729,Kapkuei Dispensary,vDXV6K0qKpm,7,TIRvWQqUEzc,Point,Pcuax727mYm,Marigat ,Tbq3JMDALZt,Marigat ,HfVjCurKxh2,Baringo ,14729,35.983184,0.469436
946,Kapkugerwet Ward,axHsDySNh4e,6,cMm8lWp0sMx,NA,cMm8lWp0sMx,Kapkugerwet ,soCirDJfP4S,Ainamoi ,HfVjCurKxh2,Kericho ,946,NULL,
Keipsl14733,Kapkures Dispensary (Nakuru Central),Zt59yoGPW7z,7,V2JQjUSLEc0,Point,zAWFTbDbuAg,Kapkures ,ZFzQpYAw1RT,Nakuru West ,HfVjCurKxh2,Nakuru ,14733,36.0232,-0.18642
Keipsl16318,Kapkures Dispensary (Sotik),yXboHlCCkOq,7,zcCU2T1xT3W,Point,qlM1NMsN829,Kipsonoi ,sphpbVxO6pn,Sotik ,HfVjCurKxh2,Bomet ,16318,35.14429,-0.75642
873,Kapkures Ward,V2JQjUSLEc0,6,zAWFTbDbuAg,NA,zAWFTbDbuAg,Kapkures ,ZFzQpYAw1RT,Nakuru West ,HfVjCurKxh2,Nakuru ,873,NULL,
702,Kapkures Ward,SA40nW4oQEI,6,xqwy41vfEN4,NA,xqwy41vfEN4,Kapkures ,cS6agZiN32t,Soy ,HfVjCurKxh2,Uasin Gishu ,702,NULL,
Keipsl17756,Kapkwen kipkelion,uquKzOiPErU,7,ja4xmeUSgSk,Point,yOxTQYAsxII,Kipkelion ,soCirDJfP4S,Kipkelion West ,HfVjCurKxh2,Kericho ,17756,35.49768,-0.17852
Keipsl17301,Kaplamai Dispensary,EFOfBqBs7jW,7,V7pH5Hw15xu,Point,OeN0J88fMCP,Amalo ,ZFzQpYAw1RT,Kuresoi South ,HfVjCurKxh2,Nakuru ,17301,35.63496,-0.64055
Keipsl14734,Kaplamai Health Centre,a2hM2z2O4aH,7,lCSwqVQunDl,Point,Xig3nAcjBoX,Kaplamai ,oSVLBSVLtZi,Cherangany ,HfVjCurKxh2,Trans-Nzoia ,14734,35.12369,0.9877
696,Kaplamai Ward,lCSwqVQunDl,6,Xig3nAcjBoX,NA,Xig3nAcjBoX,Kaplamai ,oSVLBSVLtZi,Cherangany ,HfVjCurKxh2,Trans-Nzoia ,696,NULL,
Keipsl14736,Kaplelach Chepyakwai,v4GQARiFLVo,7,RLjdADQYBbx,Point,AcJpN2rs6SA,Ngeria ,cS6agZiN32t,Kapseret ,HfVjCurKxh2,Uasin Gishu ,14736,35.24157,0.38315
Keipsl14737,Kaplelach Tumoge,wsjMal7PSgI,7,e0vmgCkehIB,Point,JCKvJkl6GyW,Tulwet/Chuiyat ,cS6agZiN32t,Kesses ,HfVjCurKxh2,Uasin Gishu ,14737,35.32873,0.23518
NA,Kaplelartet Ward,bNiv9LLnIdz,6,L706AOuUuYv,NA,L706AOuUuYv,Kaplelartet ,soCirDJfP4S,Sigowet/Soin ,HfVjCurKxh2,Kericho ,NA,NULL,
Keipsl14738,Kaplelartet Dispensary,Zx9PFPQpfsG,7,bNiv9LLnIdz,Point,L706AOuUuYv,Kaplelartet ,soCirDJfP4S,Sigowet/Soin ,HfVjCurKxh2,Kericho ,14738,35.03994,-0.35122
Keipsl14739,Kaplenge Dispendary,YFlTVbIegmO,7,QdvgqozToUH,Point,sUiNgwNmVcf,Moiben Kuserwo ,kaVgIVGXcf7,Marakwet West ,HfVjCurKxh2,Elgeyo-Marakwet ,14739,35.4809,0.9138
Keipsl16674,Kapletingi Dispensary,ZJvKIW1VL1h,7,UocTPWALBmF,Point,jM2gPAoeeGr,Chepkorio ,kaVgIVGXcf7,Keiyo South ,HfVjCurKxh2,Elgeyo-Marakwet ,16674,35.52011,0.34978
Keipsl16317,Kapletundo Dispensary,n4UFNp2w7si,7,LdLF6F4svwS,Point,qlM1NMsN829,Kapletundo ,sphpbVxO6pn,Sotik ,HfVjCurKxh2,Bomet ,16317,35.20142,-0.67213
969,Kapletundo Ward,LdLF6F4svwS,6,qlM1NMsN829,NA,qlM1NMsN829,Kapletundo ,sphpbVxO6pn,Sotik ,HfVjCurKxh2,Bomet ,969,NULL,
Keipsl14740,Kaplomboi Dispensary,oHbVucLS2Sb,7,IeQLLm4D9gw,Point,qlM1NMsN829,Ndanai/Abosi ,sphpbVxO6pn,Sotik ,HfVjCurKxh2,Bomet ,14740,35.08199,-0.87166
Keipsl14741,Kaplong Hospital,IW27M6VZP4A,7,N0CACmspD3u,Point,qlM1NMsN829,Chemagel ,sphpbVxO6pn,Sotik ,HfVjCurKxh2,Bomet ,14741,35.1409,-0.6831
Keipsl14742,Kaplong Medical Clinic,xVY7ZRdxOwc,7,N0CACmspD3u,Point,qlM1NMsN829,Chemagel ,sphpbVxO6pn,Sotik ,HfVjCurKxh2,Bomet ,14742,35.13948,-0.67582
Keipsl14743,Kapluk Dispensary,KyYa86iQvss,7,cgEjDMsKXQU,Point,EFHywvcI9Zj,Barwessa ,Tbq3JMDALZt,Baringo North ,HfVjCurKxh2,Baringo ,14743,35.66666,0.56547
Keipsl14744,Kapngetuny Dispensary,UYcWWuU62xm,7,QNpqS0nhmyz,Point,eq1Adwf0qsz,Ainabkoi/Olare ,cS6agZiN32t,Ainabkoi ,HfVjCurKxh2,Uasin Gishu ,14744,35.56591,0.15637
Keipsl14745,Kapng'ombe Dispensary,EADw9PX5g7J,7,vxeUoJddaJ6,Point,ozo6TxRF0Qk,Ndalat ,y20aapE6KYr,Mosop ,HfVjCurKxh2,Nandi ,14745,35.14814,0.49218
